scorer,,,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan,Juan
individuals,,,raton1,raton1,raton1,raton1,raton1,raton1,raton1,raton1,raton1,raton1,raton1,raton1,raton2,raton2,raton2,raton2,raton2,raton2,raton2,raton2,raton2,raton2,raton2,raton2
bodyparts,,,hocico,hocico,cabeza,cabeza,cuerposuperior,cuerposuperior,cuerpoinferior,cuerpoinferior,colabase,colabase,colapunta,colapunta,hocico,hocico,cabeza,cabeza,cuerposuperior,cuerposuperior,cuerpoinferior,cuerpoinferior,colabase,colabase,colapunta,colapunta
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,OBS1_DEMO1_LIBRE_SZ,C_img00111.png,48.70673346155759,60.052157006393585,42.94476096013747,71.1645325448467,37.594357923104496,83.51161647646124,33.067093814845826,95.03556147930149,29.36296863536146,110.2636316616261,28.539829706587156,147.30488345646978,34.71337167239443,125.49170184395074,38.4174968518788,136.1925079180167,46.64888613962184,144.42389720575972,57.34969221368779,151.83214756472847,70.51991507407664,160.8866757812458,108.79587526208176,176.9378848923447
labeled-data,OBS1_DEMO1_LIBRE_SZ,C_img00161.png,143.36771027060252,17.660502174516942,135.13632098285944,27.53816931980859,123.61237598001922,31.242294499292953,109.20744472646892,31.65386396368011,93.97937454414429,26.303460926647134,51.1761502478805,33.71171128561587,102.21076383188733,34.12328075000302,91.92152722220854,37.827405929487384,79.57444329059399,43.17780896652036,66.81578989459229,50.586059325489096,54.05713649859057,62.5215737927165,30.186107564135767,88.86201951349422
labeled-data,OBS1_DEMO1_LIBRE_SZ,C_img00371.png,76.69345703988392,148.53959184963122,70.10834560968951,139.89663309750105,62.288525786333615,130.01896595220938,45.00260828207323,126.7264102371122,29.774538099748618,131.665243809758,35.12494113678159,158.00568953053573,40.47534417381456,176.1147459635704,49.118302925944754,169.52963453337597,60.23067846439785,162.94452310318155,71.7546234672381,158.41725899492286,81.22072114814259,153.06685595788989,115.3809866922762,131.665243809758
labeled-data,OBS1_DEMO1_LIBRE_SZ,C_img00739.png,63.11166471510791,179.81887114305476,53.64556703420342,172.41062078408603,46.648886139621844,161.70981471002008,42.53319149575032,150.59743917156698,41.29848310258887,137.83878577556527,64.34637310826938,114.79089576988478,71.7546234672381,172.41062078408603,82.86699900569121,176.1147459635704,94.39094400853145,181.05357953621623,107.56116686892031,185.99241310886205,127.31650115950359,195.8700802541537,165.18089188312157,187.63869096641065
labeled-data,OBS1_DEMO1_LIBRE_SZ,C_img00749.png,68.46206775214088,183.9345657869263,80.80915168375543,184.75770471570058,97.2719302592415,185.99241310886205,112.08843097717896,187.2271215020235,125.25865383756782,189.28496882395928,164.35775295434723,181.0535795362162,74.63560971794816,180.64201007182908,63.934803643882205,176.52631542795754,55.29184489175202,171.17591239092457,45.002608282073226,163.35609256756868,38.005927387491646,151.4205781003413,38.4174968518788,117.2603125562077
labeled-data,OBS1_DEMO1_LIBRE_SZ,C_img00782.png,74.224040253561,106.14793701775459,69.28520668091518,117.67188202059484,65.58108150143082,128.78425755904794,61.87695632194645,141.1313414906625,57.76126167807493,153.06685595788989,27.3051213134257,153.06685595788989,44.59103881768607,157.18255060176142,51.1761502478805,169.94120399776313,59.40753953562354,178.99573221428045,69.69677614530234,185.16927418008774,83.27856847007834,193.81223293221794,126.90493169511645,199.1626359692509
labeled-data,OBS1_DEMO1_LIBRE_SZ,C_img00952.png,193.1676154614479,57.99430968445782,182.46680938738194,55.936462362522064,,,,,,,111.67686151279183,46.05879521723042,171.766003313316,57.17117075568352,159.41891938170141,57.99430968445782,144.60241866376398,58.40587914884498,129.37434848143937,61.69843486394219,112.50000044156613,65.81412950781372,66.81578989459227,69.92982415168524
